fold_id,train_start,train_end,test_start,test_end,sharpe_annualized,return_total,return_annualized,max_drawdown,hit_rate_bars,n_bars,bars_per_year,turnover_annualized,turnover_per_bar,turnover_total,n_trades,trade_win_rate,avg_holding_bars,avg_trade_pnl,n_active_pairs
0,2016-06-01,2017-05-31,2017-06-01,2017-08-29,-0.07351822766204569,-0.00018314230488314376,-0.0006802022802088192,-0.005407013361039881,0.503257328990228,814,3024,27.693544784453877,0.00915791824882734,7.454545454545455,42,0.47619047619047616,50.142857142857146,0.000276145537566165,11.0
1,2016-08-30,2017-08-29,2017-08-30,2017-11-28,1.6353817574428156,0.005235376678706993,0.019588000565442742,-0.004968776772137029,0.5034965034965035,814,3024,23.978557069466163,0.007929417020326112,6.454545454545455,36,0.5555555555555556,62.611111111111114,0.001948573869216481,11.0
2,2016-11-29,2017-11-28,2017-11-29,2018-03-01,0.6323148191655621,0.0021172810507483764,0.0078399614984197,-0.006879675732477053,0.5031645569620253,819,3024,36.0,0.011904761904761904,9.75,81,0.5432098765432098,42.333333333333336,0.0007676221143221513,16.0
3,2017-03-02,2018-03-01,2018-03-02,2018-05-31,-1.4128505312902857,-0.005395295890732843,-0.01977684758744691,-0.010724937491338404,0.47962382445141066,819,3024,26.256410256410255,0.008682675349342016,7.111111111111111,69,0.5362318840579711,62.333333333333336,-0.001027479694735979,18.0
4,2017-06-01,2018-05-31,2018-06-01,2018-08-29,-1.5460955370677163,-0.004498046679363599,-0.016608416718954744,-0.006528873637689947,0.4691358024691358,814,3024,32.457261088840035,0.01073322125953705,8.736842105263158,87,0.47126436781609193,51.0,-0.0006248023934712232,19.0
5,2017-08-30,2018-08-29,2018-08-30,2018-11-28,1.273422818856484,0.005583706803984567,0.02090113639412272,-0.007527788078403819,0.504746835443038,814,3024,36.00680400680401,0.011907011907011909,9.692307692307693,65,0.6307692307692307,45.738461538461536,0.0015208246547494786,13.0
6,2017-11-29,2018-11-28,2018-11-29,2019-03-04,0.8394075723897285,0.003078827449164434,0.011485694523289292,-0.007778731838595232,0.5067466266866567,814,3024,46.294462294462306,0.015309015309015312,12.461538461538463,84,0.5714285714285714,31.357142857142858,0.0008010967640381959,13.0
7,2018-03-02,2019-03-04,2019-03-05,2019-06-03,-1.6114714327696829,-0.006938288062357301,-0.025379954808166683,-0.01212390148992415,0.5080527086383602,819,3024,47.73626373626373,0.015785801500087213,12.928571428571427,94,0.4787234042553192,37.07446808510638,-0.0007020951460617737,14.0
8,2018-06-01,2019-06-03,2019-06-04,2019-08-30,-1.6878967843197517,-0.006448257031784532,-0.023746276663787813,-0.010623391863864962,0.494488188976378,814,3024,31.577395577395578,0.010442260442260442,8.5,62,0.46774193548387094,48.854838709677416,-0.0011078902719899202,14.0
9,2018-08-30,2019-08-30,2019-09-03,2019-11-29,-1.1937868892237318,-0.003380132468696284,-0.012499643265774907,-0.01151054283468178,0.5015337423312883,814,3024,37.52137592137593,0.01240786240786241,10.100000000000001,102,0.4215686274509804,38.72549019607843,-0.0003570699369900464,20.0
10,2018-11-29,2019-11-29,2019-12-02,2020-03-03,0.3459531314228724,0.001906631928969782,0.007101466989278604,-0.012472637303845069,0.45757071547420963,814,3024,43.34152334152335,0.014332514332514335,11.666666666666668,108,0.4537037037037037,36.879629629629626,0.00060057745719373,18.0
11,2019-03-05,2020-03-03,2020-03-04,2020-06-02,4.538116395162165,0.03073490064540607,0.11825976918995496,-0.004215358102432232,0.515702479338843,819,3024,25.27810650887574,0.008359162205316052,6.846153846153847,47,0.7021276595744681,40.51063829787234,0.008810977001529765,13.0
12,2019-06-04,2020-06-02,2020-06-03,2020-08-31,-0.1840625641919905,-0.0009740122878910684,-0.00359164022176639,-0.010765813282058945,0.515,819,3024,50.95384615384615,0.01684981684981685,13.799999999999999,109,0.47706422018348627,29.55045871559633,0.00012463707263330102,15.0
13,2019-09-03,2020-08-31,2020-09-01,2020-11-30,-1.1733397653048498,-0.005572930370014939,-0.020547240840363412,-0.012477862984642929,0.4817629179331307,814,3024,38.63587223587224,0.012776412776412779,10.400000000000002,105,0.5238095238095238,50.19047619047619,-0.000689910970061172,20.0
14,2019-12-02,2020-11-30,2020-12-01,2021-03-03,4.832150813996677,0.01540827629977981,0.05844943348127618,-0.002560437096803647,0.5323308270676692,814,3024,33.22850122850123,0.010988260988260988,8.944444444444445,82,0.7195121951219512,44.19512195121951,0.00379355765866218,18.0
15,2020-03-04,2021-03-03,2021-03-04,2021-06-02,-1.0418521522301125,-0.003489896570527895,-0.012825354502850606,-0.005629273419360814,0.5,819,3024,36.184615384615384,0.011965811965811967,9.8,102,0.5294117647058824,40.529411764705884,-0.0003285237395047121,20.0
16,2020-06-03,2021-06-02,2021-06-03,2021-08-31,-4.153912616404608,-0.01346717744194792,-0.048830336632778915,-0.01743325008597596,0.4482225656877898,819,3024,29.35384615384615,0.009706959706959705,7.949999999999999,81,0.43209876543209874,67.5925925925926,-0.002947896703465635,20.0
17,2020-09-01,2021-08-31,2021-09-01,2021-11-30,4.097437402389241,0.024166593303608153,0.09276473900140836,-0.0052318031750707705,0.512743628185907,814,3024,31.164619164619168,0.010305760305760307,8.38888888888889,79,0.7215189873417721,45.87341772151899,0.005854074813089696,18.0
18,2020-12-01,2021-11-30,2021-12-01,2022-03-02,3.7545302066484583,0.021353324149823827,0.08113677498715122,-0.011347891625444695,0.513302034428795,819,3024,40.180995475113114,0.013287366228542697,10.88235294117647,94,0.574468085106383,32.87234042553192,0.00415093288267893,17.0
19,2021-03-04,2022-03-02,2022-03-03,2022-06-01,-1.7625836192517201,-0.019030827049603682,-0.06848678383051676,-0.030156864841566655,0.46153846153846156,819,3024,26.030769230769234,0.008608058608058609,7.05,75,0.44,60.24,-0.004726600679913179,20.0
20,2021-06-03,2022-06-01,2022-06-02,2022-08-31,-0.2655639768323181,-0.0011777183246720613,-0.004341608942571407,-0.008563090406090823,0.5008488964346349,819,3024,21.01775147928994,0.0069503146426223355,5.6923076923076925,38,0.4473684210526316,65.21052631578948,-9.852341920532704e-06,13.0
21,2021-09-01,2022-08-31,2022-09-01,2022-11-30,1.297761282789003,0.005524861092440991,0.02067921296236741,-0.00764311631090786,0.48012718600953896,814,3024,28.291060291060298,0.009355509355509358,7.615384615384617,52,0.5769230769230769,64.21153846153847,0.001722418164154435,13.0
22,2021-12-01,2022-11-30,2022-12-01,2023-03-03,3.339864605658344,0.014582369710948173,0.05490824833122665,-0.004620422565952409,0.5221088435374149,819,3024,36.55384615384616,0.01208791208791209,9.900000000000002,104,0.5384615384615384,39.47115384615385,0.003035963157407082,20.0
23,2022-03-03,2023-03-03,2023-03-06,2023-06-02,0.22117561503962013,0.0009530777558013348,0.0035235736684506858,-0.01054991879499756,0.49217391304347824,819,3024,33.75824175824176,0.011163439734868306,9.142857142857142,65,0.47692307692307695,45.723076923076924,0.0004977458714409716,14.0
24,2022-06-02,2023-06-02,2023-06-05,2023-09-01,-1.9780620342202337,-0.012895524100103528,-0.04707424616219824,-0.015940871456649353,0.4766619519094767,814,3024,49.68796068796069,0.016431203931203932,13.375,112,0.42857142857142855,31.125,-0.0014634476094951049,16.0
25,2022-09-01,2023-09-01,2023-09-05,2023-12-01,0.13271133107000427,0.0005496690343769206,0.002043537882993496,-0.007965250841455496,0.49743589743589745,814,3024,26.417690417690412,0.008736008736008735,7.111111111111111,34,0.4411764705882353,44.1764705882353,0.0004491416690604274,9.0
26,2022-12-01,2023-12-01,2023-12-04,2024-03-05,1.1065104364005736,0.004910388172647107,0.018250842463440442,-0.010137311991324283,0.5181159420289855,819,3024,25.107692307692307,0.008302808302808303,6.8,71,0.5774647887323944,62.67605633802817,0.0017070599804979694,20.0
27,2023-03-06,2024-03-05,2024-03-06,2024-06-04,0.7633769013903962,0.002684422969130962,0.009947587275875414,-0.005795563260954539,0.5080385852090032,819,3024,30.83076923076923,0.010195360195360196,8.35,88,0.5909090909090909,46.80681818181818,0.0008929459055954516,20.0
28,2023-06-05,2024-06-04,2024-06-05,2024-09-04,-1.4743475022164505,-0.005568696992602873,-0.02053175062570667,-0.009329612948859367,0.46953405017921146,814,3024,38.163055617601074,0.01262005807460353,10.272727272727273,60,0.43333333333333335,40.13333333333333,-0.0007939440905015085,11.0
29,2023-09-05,2024-09-04,2024-09-05,2024-12-03,-3.432398358761991,-0.01572304060758134,-0.057175358743418614,-0.0191181653563417,0.49174917491749176,814,3024,30.958230958230953,0.010237510237510235,8.333333333333332,51,0.3333333333333333,66.09803921568627,-0.0034353169570873073,12.0
30,2023-12-04,2024-12-03,2024-12-04,2025-03-07,0.26528813651183436,0.0031850703882971843,0.011883750897351275,-0.04000230469285049,0.49727767695099817,814,3024,21.670761670761667,0.007166257166257166,5.833333333333333,19,0.5789473684210527,93.47368421052632,0.0014221714342954705,6.0
31,2024-03-06,2025-03-07,2025-03-10,2025-06-06,-0.09024074667543783,-0.0029117614648072054,-0.010709047502383329,-0.043170250228173446,0.4697986577181208,819,3024,32.738461538461536,0.010826210826210826,8.866666666666667,69,0.4492753623188406,56.73913043478261,-0.00018279597251079344,15.0
32,2024-06-05,2025-06-06,2025-06-09,2025-09-08,0.9422075152799301,0.007425632847746444,0.02786539195080895,-0.00981693374213155,0.5064194008559201,814,3024,59.62555282555283,0.01971744471744472,16.05,165,0.5696969696969697,36.00606060606061,0.0012807612664652345,20.0
33,2024-09-05,2025-09-08,2025-09-09,2025-12-05,-1.616025439451152,-0.008759432392962396,-0.03215617511959634,-0.0169317456225333,0.49920255183413076,814,3024,26.190663390663392,0.008660933660933661,7.050000000000001,75,0.48,59.12,-0.00201163530402439,20.0
